id,tokens,slots,intent
8335,Give this current book zero out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook
8336,Why Buffy Matters is zero out of 6 points,B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating B-rating_unit,RateBook
8337,Add the rating for this current series a four out of 6 points,O O O O O B-object_select B-object_part_of_series_type O B-rating_value O O B-best_rating B-rating_unit,RateBook
8338,Give the current essay 5 / 6 stars,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
8339,give this textbook zero out of 6 points,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8340,I want to give Nautch Girls of India four out of 6 points,O O O O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
8341,rate this album one stars,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
8342,Rate The Bourne Deception 4 of 6,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating,RateBook
8343,Give the current book four stars,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
8344,rate the current book zero of 6 points,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
8345,rate the current essay three of 6 points,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
8346,give zero points to High Profile,O B-rating_value B-rating_unit O B-object_name I-object_name,RateBook
8347,I would give this textbook a rating of 0 and a best rating of 6,O O O B-object_select B-object_type O O O B-rating_value O O O O O B-best_rating,RateBook
8348,give 1 out of 6 stars to current book,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook
8349,Rate the current textbook 4 of 6,O O B-object_select B-object_type B-rating_value O B-best_rating,RateBook
8350,rate Heath Ledger: His Beautiful Life and Mysterious Death 1 stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8351,"For the textbook , out of 6 possible I give the following one a 3",O O B-object_type O O O B-best_rating O O O O B-object_select O O B-rating_value,RateBook
8352,Give Grand Conspiracy zero out of 6 points,O B-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
8353,I give Benson-Meditation 1 out of 6 stars,O O B-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
8354,I give this book a 3 out of 6,O O B-object_select B-object_type O B-rating_value O O B-best_rating,RateBook
8355,rate A Thousand Lies series a 3,O B-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value,RateBook
8356,rate the current book series two out of 6 stars,O O B-object_select B-object_type B-object_part_of_series_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8357,Rate this novel 0 of 6 stars,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
8358,Give Letty Fox: Her Luck 4 out of 6 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
8359,Rate Cotton Comes to Harlem a 2,O B-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
8360,rate this novel a 1 of 6 for me,O B-object_select B-object_type O B-rating_value O B-best_rating O O,RateBook
8361,I give the previous album one out of 6 points,O O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8362,give one out of 6 points to High Wizardry,O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name,RateBook
8363,Rate The Gorilla Hunters 0 stars,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8364,Give The Dark Abode chronicle 2 out of 6 points,O B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8365,Rate this album 2 stars,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
8366,I give this terrible book a two out of 6,O O B-object_select O B-object_type O B-rating_value O O B-best_rating,RateBook
8367,give this essay 4 points,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
8368,rate Call for the Saint 1 out 6 points,O B-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
8369,This current book only nets 3 out of 6 points,O B-object_select B-object_type O O B-rating_value O O B-best_rating B-rating_unit,RateBook
8370,rate the Broke: Who Killed the Middle Classes? chronicle a five,O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value,RateBook
8371,rate Break No Bones series a 1 of 6,O B-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value O B-best_rating,RateBook
8372,Give The Fox and the Hound a 1,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
8373,Rate 5 out of 6 stars to this album,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook
8374,rate the current album 2 out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook
8375,give 1 point to current textbook,O B-rating_value O O B-object_select B-object_type,RateBook
8376,give this textbook a 5 out of 6 rating,O B-object_select B-object_type O B-rating_value O O B-best_rating O,RateBook
8377,Rate this chronicle 0 stars,O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit,RateBook
8378,Please rate the current textbook 2 stars,O O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
8379,Rate They Came from the Sea 1 of 6 points,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
8380,give three out of 6 points in current essay,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook
8381,Give this book 2 out of 6 stars,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8382,I would give French Poets and Novelists a best rating of 6 and a value of three,O O O B-object_name I-object_name I-object_name I-object_name O O O O B-best_rating O O O O B-rating_value,RateBook
8383,I wish to rate zero points out of 6 to The Crack in Space,O O O O B-rating_value B-rating_unit O O B-best_rating O B-object_name I-object_name I-object_name I-object_name,RateBook
8384,I give The Caxtons chronicle 1 out of 6 stars,O O B-object_name I-object_name B-object_part_of_series_type B-rating_value O O B-best_rating B-rating_unit,RateBook
8385,Rate The Empty Throne a 4,O B-object_name I-object_name I-object_name O B-rating_value,RateBook
8386,Rate current series one,O B-object_select B-object_part_of_series_type B-rating_value,RateBook
8387,Rate this book zero out of 6,O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook
8388,I give Life During Wartime a one out of 6,O O B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating,RateBook
8389,rate the book Oath of Swords three for 6,O O B-object_type B-object_name I-object_name I-object_name B-rating_value O B-best_rating,RateBook
8390,Rate Dragons of a Vanished Moon 1 of 6 points,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
8391,The current essay is worthy only of a 0 out 6 score,O B-object_select B-object_type O O O O O B-rating_value O B-best_rating O,RateBook
8392,give The Englishman of the Bones 2 stars out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating,RateBook
8393,"Another Girl, Another Planet gets only one of a possiable 6 rating",B-object_name I-object_name I-object_name I-object_name O O B-rating_value O O O B-best_rating O,RateBook
8394,The Complex: How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O O O B-best_rating B-rating_unit O O O O O B-rating_value,RateBook
8395,rate the current saga a 4,O O B-object_select B-object_part_of_series_type O B-rating_value,RateBook
8396,rate The Tom Thomson Mystery 1 stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8397,give 4 star for this album,O B-rating_value O O B-object_select B-object_type,RateBook
8398,Rate Star Wars - The Old Republic: Revan 1 points,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8399,give Wannabe: How The Spice Girls Reinvented Pop Fame 2 points,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8400,rate The Sail and Steam Navy List 5 stars,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
8401,Rate the current novel four of 6 stars,O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
8402,Rate The Keys to the White House a zero,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
8403,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,O O B-rating_value O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,RateBook
8404,rate I Commitments 5 of 6 points,O B-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
8405,gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,RateBook
8406,I give The Savage Mind a rating of zero out of 6 points,O O B-object_name I-object_name I-object_name O O O B-rating_value O O B-best_rating B-rating_unit,RateBook
8407,Rate In Enemy Hands five stars out of 6,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating,RateBook
8408,give 4 out of 6 points to this book,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook
8409,rate Whole Earth Discipline 5 of 6 points,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
8410,Rate the current textbook with 2 points out of 6,O O B-object_select B-object_type O B-rating_value B-rating_unit O O B-best_rating,RateBook
8411,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating,RateBook
8412,I give The Logic of Sense a zero,O O B-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
8413,rate the series The Quantity Theory of Insanity 1,O O B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value,RateBook
8414,give Life: A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit O O B-best_rating,RateBook
